HTML,CSS,JavaScript,Node.js,React.js,Angular,Vue.js,Python,SQL,MongoDB,Java,C++,C#,PHP,Ruby,Swift,Kotlin,Go,TypeScript,Express.js,Django,Flask,Spring,.NET,Docker,Kubernetes,AWS,Azure,GCP,GraphQL,RESTful APIs,Machine Learning,Data Analysis,UI/UX Design,Testing,Agile,DevOps,Security,Database Admin,Mobile Dev (Android),Mobile Dev (iOS),Game Dev,Embedded Systems,Blockchain,PowerBI,Tableau,Git,Selenium,Communication,Leadership,Teamwork,ProblemSolving,TimeManagement,CriticalThinking,Adaptability,Creativity,AttentionToDetail,Presentation,Negotiation,ConflictResolution,Empathy,DecisionMaking,StressManagement,Experience,YearsOfCoding,NumberOfProjects,GitHubContributions,StackOverflowReputation,Education,Certification,PreferredRole,SalaryExpectation
4,5,3,2,0,3,5,3,4,0,2,1,4,1,4,0,3,2,4,5,0,0,4,2,5,3,4,3,2,3,5,1,3,3,2,2,1,5,1,3,0,0,0,4,5,3,4,1,4,5,4,5,5,4,4,4,5,4,4,3,5,4,3,6.5,8,19,496,904,PhD,0,Frontend Developer,95687
3,5,1,3,0,1,5,1,4,0,0,5,0,5,2,0,2,4,1,1,2,4,5,4,0,0,1,4,2,1,5,2,3,3,3,3,1,3,1,0,4,1,5,1,0,5,2,3,3,5,4,4,5,5,4,3,5,3,3,5,5,5,3,5.0,6,30,412,850,PhD,0,Data Scientist,93824
2,5,2,3,5,2,5,0,3,2,0,5,3,5,0,5,2,0,2,3,2,1,2,5,0,3,2,0,2,4,4,2,5,4,4,2,3,0,0,1,2,2,0,4,3,4,1,3,5,3,3,3,5,3,5,3,5,3,4,5,5,5,3,4.6,6,19,582,1476,High School,0,DevOps Engineer,64044
2,4,5,5,2,4,2,2,1,4,4,3,0,2,0,5,3,2,5,0,4,5,5,4,0,4,5,5,5,3,0,3,1,5,5,4,5,1,5,0,1,0,1,1,5,2,2,5,5,3,3,4,5,4,4,5,4,4,5,3,4,4,4,2.6,1,18,207,993,Master's,0,DevOps Engineer,99919
1,2,0,2,0,4,4,5,4,0,3,4,2,3,1,2,2,2,0,1,0,0,5,2,5,5,0,4,1,0,4,4,4,3,3,3,5,2,5,2,0,4,5,4,0,2,4,5,4,5,5,5,4,5,5,3,5,5,3,5,5,3,4,4.5,6,20,739,1214,Associate's,0,Mobile Developer,81920
3,0,0,5,0,5,0,2,1,2,0,4,0,3,3,0,4,1,2,4,1,2,2,2,1,2,1,0,5,3,5,1,3,2,2,3,2,0,3,4,3,4,3,0,4,0,1,1,4,3,3,4,3,3,4,4,5,4,3,5,3,5,3,5.1,1,27,482,354,PhD,0,Data Scientist,119446
4,0,1,4,0,2,1,2,5,2,3,5,4,3,2,4,3,4,3,4,4,1,0,1,0,5,2,3,1,0,5,0,4,0,2,3,5,1,3,1,4,3,3,3,5,3,5,3,3,3,3,5,4,5,5,5,5,3,5,4,3,3,3,7.4,9,35,757,914,Master's,0,Software Engineer,72143
0,0,1,2,5,1,1,2,1,2,4,2,0,0,4,3,3,4,1,0,3,3,4,2,3,5,5,1,1,3,3,2,0,2,3,5,0,0,2,3,3,3,4,0,2,5,3,4,3,4,5,4,5,3,3,3,4,5,5,5,5,5,4,7.4,4,35,465,699,Associate's,0,Software Engineer,75395
4,2,1,3,5,2,3,0,3,5,2,5,0,3,1,4,5,4,2,5,3,0,3,2,2,0,4,1,5,4,0,0,0,0,4,1,2,0,2,5,0,0,2,0,5,1,2,1,5,5,4,3,4,3,3,5,3,3,3,5,3,3,5,7.7,6,24,596,1597,Bachelor's,0,Security Engineer,78391
3,5,1,2,1,3,1,1,4,2,5,1,0,4,5,4,3,4,0,1,5,5,3,2,2,3,4,0,5,5,2,0,5,5,0,2,1,2,3,5,2,0,4,2,1,0,0,3,4,5,4,3,3,3,5,4,4,3,4,5,5,3,4,8.5,9,27,508,1142,High School,1,Mobile Developer,99981
5,3,3,1,2,5,0,4,2,2,4,2,5,3,3,5,5,1,1,0,5,5,3,5,3,3,5,2,1,2,2,3,2,4,1,0,5,0,2,5,2,1,0,2,3,4,1,2,4,4,5,5,4,4,5,5,3,5,3,5,4,3,3,5.4,6,23,675,1406,Associate's,0,Data Scientist,109398
2,5,0,2,3,3,3,4,1,2,4,2,0,1,4,3,4,5,3,5,1,3,4,1,0,0,4,5,1,3,5,3,4,3,0,1,1,2,4,4,5,0,5,1,3,0,3,3,4,3,5,4,4,4,3,5,5,5,3,3,3,4,4,2.2,0,12,17,871,PhD,1,Data Analyst,65028
1,0,2,1,4,1,3,0,3,2,3,3,3,5,4,3,4,2,1,1,1,4,3,2,4,1,1,3,0,0,5,1,2,4,5,2,2,4,2,2,0,4,0,0,4,1,3,0,3,5,5,5,5,4,4,4,4,5,3,3,3,3,5,7.1,5,23,302,1472,Associate's,0,Mobile Developer,121580
0,3,3,1,4,0,4,4,1,4,3,1,4,0,3,2,1,0,5,0,4,5,5,5,0,1,0,3,1,2,5,2,1,4,0,1,3,2,1,3,3,2,2,1,1,4,2,2,4,3,4,5,5,4,4,3,5,5,3,3,4,3,4,0.3,0,6,20,113,PhD,0,Data Analyst,84245
3,2,2,1,2,5,2,4,3,2,1,5,0,2,5,3,3,2,5,0,4,2,5,4,1,3,4,1,3,3,3,0,5,2,1,3,4,4,5,4,3,0,5,5,2,3,4,5,4,3,5,4,4,5,4,4,5,5,3,5,3,4,3,6.5,7,28,454,1162,Associate's,0,DevOps Engineer,101038
3,5,2,5,5,0,1,2,1,4,4,3,0,2,1,4,5,0,5,3,4,5,0,0,5,2,1,5,3,1,3,1,1,4,4,5,5,5,2,5,4,0,3,2,2,1,0,1,4,3,5,4,3,5,5,3,5,4,3,5,4,5,3,8.9,9,29,605,1647,Bachelor's,0,Data Analyst,96993
5,3,5,1,3,5,3,2,2,1,3,0,4,2,1,5,2,0,5,1,3,4,4,2,2,1,2,2,0,4,5,5,3,5,4,1,0,5,2,0,3,3,0,0,3,3,4,5,5,5,3,5,4,4,5,5,5,5,5,5,5,5,3,6.9,7,21,577,1070,Master's,1,Data Scientist,94334
2,1,1,4,0,4,4,1,1,4,5,4,4,3,1,3,0,0,1,2,2,4,2,5,0,0,4,1,5,2,3,5,3,3,4,1,2,2,4,1,1,0,2,2,2,3,1,0,4,5,3,4,5,3,3,3,4,3,4,3,3,5,5,6.3,4,31,392,978,PhD,0,Data Analyst,93394
1,5,2,2,0,1,4,4,4,0,0,4,1,3,0,4,1,0,2,1,5,2,3,4,3,3,3,2,3,4,1,2,1,1,0,3,1,4,1,0,5,1,5,1,4,5,0,3,4,3,3,5,3,3,4,4,5,4,5,3,4,4,3,7.2,7,37,805,734,PhD,1,Frontend Developer,114568
5,2,1,1,1,5,2,5,3,4,5,5,5,5,1,2,1,1,1,0,2,2,0,4,0,4,1,5,4,0,5,1,1,0,1,0,2,0,5,3,3,3,5,3,2,2,4,5,5,5,4,5,4,4,3,5,5,5,5,3,4,5,3,5.4,2,28,109,587,PhD,1,Machine Learning Engineer,120365
1,4,3,4,4,3,1,4,5,5,0,2,5,1,1,2,2,4,3,0,3,3,3,1,4,5,0,4,4,0,3,5,4,3,5,3,3,1,4,5,1,0,2,0,0,5,2,4,5,3,5,4,3,5,3,5,3,5,4,3,3,5,3,4.9,6,16,329,1219,Master's,1,DevOps Engineer,84433
3,0,5,3,2,0,2,1,2,4,5,1,0,3,3,1,2,4,4,3,5,0,3,3,3,0,0,4,0,2,5,3,5,3,1,2,0,1,2,5,2,1,5,4,2,0,4,3,3,5,3,4,3,5,4,4,4,4,4,4,5,4,4,11.3,10,52,556,1536,Master's,0,Software Engineer,134819
1,2,4,1,5,4,4,2,4,0,5,5,4,2,3,5,1,5,4,2,4,3,3,5,2,3,3,1,2,1,4,3,3,0,4,2,1,5,0,5,1,1,2,5,1,1,1,4,5,4,3,5,3,4,3,4,3,5,5,3,4,3,3,6.7,8,31,722,1604,PhD,1,DevOps Engineer,110770
1,2,0,4,0,5,0,1,3,2,2,4,1,1,5,0,5,1,5,2,1,0,1,1,0,4,2,2,1,5,0,5,3,4,0,4,5,4,4,4,1,0,3,0,4,1,2,3,4,3,4,4,5,3,4,3,3,4,3,5,3,3,3,5.6,6,29,304,922,High School,0,DevOps Engineer,94713
2,3,4,0,0,1,0,5,2,4,2,3,3,4,0,5,2,3,5,4,5,0,0,3,3,4,4,2,3,4,0,4,5,4,0,0,0,4,4,4,5,4,0,0,1,4,3,4,5,4,3,4,5,4,5,4,3,3,3,5,5,4,4,6.6,4,29,538,1141,Bachelor's,0,Backend Developer,91310
4,4,3,1,1,5,2,3,2,2,2,0,2,3,3,5,1,3,2,4,2,2,0,3,2,3,1,0,2,2,3,0,1,0,1,4,2,5,5,0,1,2,2,1,5,4,0,1,4,4,5,4,3,4,5,5,5,5,5,3,3,4,3,7.5,8,26,713,1710,Associate's,1,Data Analyst,95848
5,3,1,5,0,3,2,5,2,3,2,4,2,1,5,3,3,2,4,2,5,1,4,3,0,0,4,0,4,0,2,0,1,2,1,1,1,4,1,5,3,1,0,2,5,0,5,2,5,3,5,5,3,5,5,4,5,5,4,3,5,3,5,9.0,10,31,862,1991,PhD,1,Software Engineer,103452
5,0,1,3,3,3,0,5,3,3,1,3,2,4,0,2,2,5,4,1,0,5,5,2,5,3,4,1,0,1,2,5,5,5,2,5,4,0,1,4,1,4,0,1,0,5,0,3,3,5,5,3,5,5,5,5,5,5,3,5,5,3,3,8.5,6,40,466,976,High School,0,Frontend Developer,97007
1,1,0,0,0,2,3,3,1,4,5,1,1,3,3,1,0,3,0,2,1,1,1,3,1,0,0,2,4,4,4,3,5,5,0,1,0,1,2,3,4,4,5,1,0,0,4,5,3,5,5,4,5,5,4,5,5,4,3,4,4,3,4,5.2,4,29,462,1074,Associate's,1,Data Analyst,72641
1,3,4,3,5,0,2,1,4,5,4,1,5,0,1,2,3,5,4,4,1,0,4,2,2,4,0,2,5,1,4,0,4,1,5,3,4,2,5,4,1,2,1,2,3,1,4,3,5,4,4,5,5,4,5,3,5,4,4,4,4,5,5,7.8,7,23,467,1501,PhD,0,Mobile Developer,106609
3,0,3,3,2,0,3,4,5,2,5,4,0,3,4,3,5,3,1,3,4,2,2,2,1,2,3,0,4,1,0,4,0,3,3,0,3,5,3,3,2,5,1,0,4,0,0,1,3,3,3,3,5,4,3,4,4,5,4,5,3,5,5,0.9,0,16,239,683,Bachelor's,0,Frontend Developer,75710
0,0,0,1,5,2,2,5,1,5,4,5,4,2,3,5,2,2,1,5,4,1,0,4,0,0,3,1,0,4,2,1,2,1,5,5,1,5,2,0,0,4,2,4,4,1,4,5,5,4,4,3,3,5,5,4,5,5,3,4,5,4,4,7.3,9,25,515,1560,Bachelor's,0,Machine Learning Engineer,126595
2,1,5,2,5,1,4,4,0,4,5,4,4,2,0,1,3,4,4,0,0,2,3,1,5,3,1,1,5,3,5,4,2,0,1,5,4,0,5,0,0,1,4,5,4,4,4,2,5,4,5,3,5,5,5,5,4,4,5,3,5,4,5,1.1,1,5,455,809,Associate's,1,Backend Developer,68647
2,1,4,3,2,0,1,1,4,2,2,3,0,4,4,3,2,0,0,3,0,0,3,5,2,5,1,4,3,1,3,4,2,5,2,3,4,3,2,5,4,1,5,5,3,3,3,0,5,5,5,4,5,3,4,5,5,4,5,3,3,4,5,6.5,6,26,642,957,Associate's,0,Full-Stack Developer,128473
5,0,1,5,1,5,0,2,3,5,0,1,1,3,1,2,1,3,2,1,1,2,1,2,0,1,1,2,0,4,3,4,0,0,5,0,4,3,3,2,0,2,2,3,0,5,1,1,3,4,4,4,3,4,3,3,3,4,5,4,3,5,3,0.8,0,16,45,499,PhD,1,DevOps Engineer,86810
0,1,1,1,3,4,5,5,1,2,2,3,1,5,1,0,2,1,5,1,2,3,2,0,2,1,0,4,3,4,1,5,5,1,1,4,1,4,1,2,3,4,4,4,0,4,2,0,4,5,4,4,3,4,3,3,4,3,5,5,3,3,5,-0.7,0,5,158,888,Bachelor's,0,Data Analyst,57310
2,3,4,2,4,0,5,1,1,3,4,2,2,3,4,2,1,4,3,1,3,0,3,5,2,1,4,4,4,0,5,4,3,4,2,4,4,2,3,3,0,0,4,2,4,1,4,4,5,5,3,4,4,4,4,3,5,3,3,5,3,5,4,8.5,12,39,1058,1523,Master's,0,Data Analyst,106057
4,1,1,0,5,1,3,0,5,3,5,2,5,5,5,5,5,0,4,0,5,4,4,0,0,2,3,1,4,5,3,3,0,2,1,3,4,1,4,5,2,3,5,5,5,3,5,1,4,3,5,3,5,4,5,5,4,4,3,5,5,5,3,4.5,6,28,370,1218,PhD,1,Data Scientist,123302
3,1,5,0,4,2,5,2,1,1,0,1,4,5,3,1,1,4,3,3,2,5,4,0,5,4,1,5,4,1,3,1,2,0,4,3,5,5,2,5,2,3,5,5,4,3,5,1,4,5,3,3,3,4,5,5,4,5,3,4,4,3,5,4.5,7,28,618,797,High School,0,Mobile Developer,87585
4,1,5,3,4,2,5,0,0,5,1,1,5,4,3,2,4,0,5,2,1,1,0,3,4,4,1,4,5,4,2,3,2,3,1,4,0,4,4,0,5,1,5,2,5,2,3,3,3,5,5,5,5,4,5,5,3,4,4,3,5,5,4,8.9,8,34,577,1453,Bachelor's,0,Full-Stack Developer,100124
2,0,1,4,0,0,4,1,5,1,5,1,2,3,4,3,1,4,5,0,5,5,3,4,1,1,2,3,1,1,2,3,5,5,2,3,0,1,3,5,1,1,4,1,5,1,2,4,4,4,4,5,3,3,3,5,3,5,5,4,5,3,4,6.8,6,23,488,1212,PhD,1,Data Analyst,67100
2,5,0,0,5,3,3,2,5,4,3,0,4,2,1,4,4,1,0,2,3,4,5,0,3,3,2,3,5,2,5,1,1,5,2,3,4,1,3,2,4,3,0,1,0,1,1,2,5,3,4,4,3,4,4,3,3,5,3,3,3,4,5,6.8,11,20,829,1297,High School,0,Data Scientist,123696
5,0,2,4,4,3,3,3,3,4,3,1,2,1,3,1,4,1,0,4,0,0,3,4,0,5,4,4,0,4,3,4,0,4,5,4,5,0,0,4,5,4,0,1,0,4,3,0,4,5,3,5,3,3,5,5,4,5,3,4,4,4,4,1.8,2,8,378,240,High School,0,Software Engineer,82815
3,3,0,2,4,2,3,0,4,3,0,4,0,3,4,3,4,0,2,0,0,3,0,4,5,4,3,3,4,1,3,0,1,0,4,3,2,2,0,5,2,1,3,4,4,2,2,5,3,3,4,4,5,4,3,4,3,4,3,3,5,4,3,2.8,5,11,266,1483,PhD,0,Frontend Developer,89121
1,3,3,0,2,5,0,5,4,2,2,0,5,4,2,0,3,5,3,5,0,1,4,3,5,5,5,1,2,5,3,5,1,3,2,4,5,2,5,3,3,3,0,1,4,2,1,4,4,4,4,4,5,4,3,3,4,3,3,3,4,5,5,8.9,6,36,790,709,Bachelor's,0,Software Engineer,102792
1,5,3,4,3,4,0,1,0,4,3,1,1,0,4,3,2,3,3,0,0,4,5,1,1,1,3,4,4,1,2,5,3,5,5,0,1,4,1,4,2,4,0,1,0,4,3,4,5,4,5,5,3,3,5,4,5,5,5,5,4,4,3,4.4,6,28,518,1490,PhD,0,Software Engineer,91604
0,1,4,3,1,5,0,1,4,0,0,5,1,0,1,1,0,5,0,3,4,5,5,4,3,4,3,2,4,1,2,1,3,1,5,5,1,1,5,1,3,0,3,5,5,5,5,5,3,4,4,4,5,5,4,3,3,4,3,5,5,3,3,3.3,0,19,291,836,Master's,0,Mobile Developer,62882
4,4,2,4,3,1,1,1,3,2,3,1,3,2,4,0,0,0,2,0,5,4,4,0,1,2,5,0,2,3,3,3,4,5,4,5,3,1,5,0,3,4,0,0,2,5,4,3,4,4,3,3,3,5,5,3,5,4,4,4,4,3,5,6.5,4,37,678,876,High School,0,Mobile Developer,114314
1,2,4,1,0,0,1,1,2,4,1,5,5,4,2,1,5,4,1,1,1,4,3,2,5,4,4,1,0,1,2,4,5,3,1,5,3,1,4,2,5,3,3,2,4,3,1,4,4,3,3,4,3,4,4,5,3,5,3,5,5,5,5,7.3,3,33,497,647,Master's,0,Frontend Developer,85586
3,1,2,0,4,1,5,1,2,0,3,0,4,3,1,1,1,3,5,2,1,4,4,0,5,2,4,2,4,4,5,5,0,0,3,1,4,0,2,0,0,3,2,5,3,1,2,5,5,3,3,5,4,4,3,4,4,5,3,4,3,4,5,5.8,4,20,412,1271,Associate's,0,Machine Learning Engineer,91398
4,5,0,0,5,4,3,5,1,2,5,3,5,0,5,1,3,2,5,2,2,2,4,2,3,2,2,2,3,2,3,1,0,3,0,4,1,2,0,1,2,2,1,2,3,2,2,3,3,4,3,5,3,3,3,4,3,5,5,5,3,3,4,9.6,9,36,745,1276,Bachelor's,0,Mobile Developer,130322
0,0,2,4,1,2,0,0,1,1,3,2,4,4,3,4,4,2,4,3,2,2,2,3,1,2,1,2,1,0,5,2,2,2,0,4,1,2,2,4,2,5,3,5,2,2,4,1,5,3,5,5,3,3,5,4,5,5,3,5,3,5,4,0.2,0,17,413,345,High School,0,Software Engineer,50768
0,1,2,5,4,2,2,5,1,3,0,1,2,1,4,0,0,1,0,0,0,5,5,0,5,4,0,5,1,5,2,4,5,2,3,3,3,2,1,0,5,0,1,0,4,5,4,4,3,4,3,3,3,5,5,5,5,3,4,5,5,3,4,13.6,16,56,985,2055,PhD,1,DevOps Engineer,124313
2,5,0,4,4,2,5,3,2,3,2,3,0,3,1,2,2,5,0,1,0,5,1,1,2,3,4,0,0,5,2,3,3,4,3,3,1,1,1,0,1,4,0,4,5,5,4,1,5,5,5,3,3,5,3,4,5,5,4,5,5,4,5,1.1,3,9,348,461,PhD,1,Full-Stack Developer,76449
4,0,4,3,2,3,0,4,4,1,2,1,1,4,1,4,3,1,1,2,0,1,1,0,0,3,1,1,0,3,5,5,5,1,1,0,5,3,5,4,5,2,3,0,0,1,0,5,3,4,4,5,4,3,4,5,5,4,4,4,4,3,4,0.4,0,7,458,784,Master's,0,Data Analyst,62803
2,5,2,0,3,5,2,0,0,5,2,5,3,2,2,5,1,1,0,3,3,0,3,5,5,5,5,2,0,0,4,1,4,1,2,5,4,4,1,4,5,2,3,4,0,5,2,5,5,5,3,4,5,3,3,4,3,4,5,5,3,3,3,0.2,0,10,121,348,PhD,0,Frontend Developer,78392
2,2,3,2,2,3,2,0,4,2,1,0,3,5,3,4,1,5,3,1,4,4,4,0,2,2,4,2,4,4,3,4,3,0,3,1,1,0,0,1,3,4,4,5,1,0,3,4,3,4,5,4,4,5,3,5,3,4,4,4,4,3,3,1.4,2,8,372,751,Bachelor's,0,Backend Developer,81225
1,2,3,4,3,2,2,5,4,3,5,2,2,0,4,0,3,0,4,4,3,4,3,1,5,4,3,4,0,3,2,2,3,2,0,4,4,3,5,2,2,2,0,0,2,3,1,0,3,5,4,5,5,5,5,3,4,3,4,5,5,4,4,6.9,4,29,339,970,Associate's,0,Full-Stack Developer,94076
1,0,3,4,5,2,4,4,1,3,0,0,3,2,5,1,3,3,1,5,3,4,3,4,0,0,0,4,1,0,4,5,2,1,2,5,1,4,0,1,3,1,5,2,0,1,4,4,5,4,4,5,4,5,4,4,5,5,3,3,4,4,4,6.8,8,29,744,1240,Master's,1,DevOps Engineer,101537
1,3,4,1,2,2,1,0,0,3,3,0,0,0,2,1,0,0,4,2,4,1,4,5,0,4,3,1,0,0,1,3,1,3,4,3,2,0,4,4,4,4,1,3,3,4,5,1,5,3,4,5,3,4,5,5,4,4,3,4,3,4,5,7.3,7,34,641,1162,Master's,0,DevOps Engineer,113076
4,4,0,3,3,1,2,0,3,3,2,3,3,2,1,2,1,5,2,4,4,5,3,0,0,2,1,4,5,4,5,1,4,3,4,2,3,3,3,4,4,4,1,0,0,0,1,3,4,4,4,4,4,3,3,4,3,4,5,5,5,4,3,6.8,7,30,538,1161,Bachelor's,1,Machine Learning Engineer,102698
3,0,1,4,5,4,0,3,2,3,3,2,2,5,1,3,0,2,3,3,1,2,3,5,1,5,2,1,0,5,2,4,5,5,3,2,5,0,1,0,1,4,2,2,5,3,2,5,5,5,5,5,3,5,4,5,5,4,4,3,3,4,4,5.2,0,28,356,416,Associate's,0,Machine Learning Engineer,123827
4,2,2,1,1,4,4,0,1,2,4,5,1,2,1,0,0,2,1,5,1,5,0,1,0,1,4,0,3,1,2,4,1,0,4,0,3,3,2,3,3,1,2,3,1,2,0,2,5,3,3,3,4,3,3,4,3,4,4,4,4,3,3,1.6,0,12,162,508,Master's,0,Full-Stack Developer,72852
2,0,3,5,4,1,3,1,5,4,2,4,2,1,0,4,0,5,4,1,1,0,2,3,5,1,5,4,4,1,0,0,4,2,5,4,3,3,5,4,2,1,1,0,1,1,0,2,3,5,5,4,4,4,5,3,3,5,4,5,3,4,5,7.1,7,34,467,1361,Associate's,1,Data Analyst,82153
3,2,4,2,3,0,0,2,5,2,5,3,3,1,3,4,3,1,0,5,5,5,4,3,5,5,3,1,5,3,2,5,2,2,4,5,3,0,2,0,1,4,5,5,3,4,2,1,4,4,3,3,4,5,4,3,4,3,3,5,5,3,5,4.6,3,31,526,1058,Master's,0,DevOps Engineer,103883
1,5,3,1,2,3,4,2,0,5,2,2,3,1,1,4,4,2,1,5,0,0,0,4,5,5,4,1,4,1,4,0,5,1,5,2,2,5,0,2,1,5,3,3,3,3,0,0,3,4,5,3,4,5,5,4,3,4,5,3,3,3,3,-2.4,1,11,135,341,High School,0,Full-Stack Developer,92585
3,2,1,0,3,0,3,0,0,2,2,0,5,0,4,5,1,5,3,2,3,3,1,0,1,1,3,3,1,1,0,3,0,5,5,3,5,0,1,3,3,1,2,2,4,3,1,0,4,5,5,3,3,5,4,4,5,4,5,3,3,5,4,11.7,10,50,689,1936,PhD,0,Frontend Developer,103162
4,5,5,4,1,1,2,4,4,0,0,1,5,4,1,3,3,4,2,3,3,1,4,1,0,2,3,3,5,1,3,4,4,2,1,1,0,3,1,3,2,0,3,2,3,1,2,2,5,5,4,4,5,5,5,4,4,5,4,3,3,3,4,6.1,6,33,565,1551,Master's,0,Machine Learning Engineer,127007
1,3,1,3,2,1,3,0,3,2,0,4,4,0,2,2,1,1,2,4,3,5,0,5,2,1,1,2,2,4,5,0,2,2,0,5,2,4,5,4,4,4,4,0,4,2,1,5,5,5,5,3,3,5,3,4,4,4,3,5,3,4,5,5.9,4,26,378,767,Associate's,0,Machine Learning Engineer,117761
0,5,3,1,4,0,3,5,2,2,1,1,4,5,3,4,1,5,4,5,5,1,0,1,3,0,4,0,3,3,2,1,5,0,5,0,5,2,2,2,1,0,5,0,2,4,3,4,3,3,5,3,4,4,5,5,3,4,4,4,5,4,5,4.5,3,20,325,429,Master's,0,Backend Developer,117561
5,4,0,4,5,1,2,0,2,4,0,1,4,2,0,4,5,0,3,1,4,4,4,3,4,0,1,2,5,1,3,4,2,2,5,4,2,2,0,3,0,1,5,2,2,5,5,2,4,5,4,3,3,4,3,3,5,4,5,5,3,4,4,11.4,12,47,1078,1816,Bachelor's,0,Mobile Developer,137565
2,5,4,1,3,5,4,2,0,3,3,5,3,5,3,5,2,2,1,0,4,4,3,4,4,3,0,2,2,4,0,3,3,5,1,5,0,0,1,3,3,1,0,3,3,2,2,0,5,4,3,4,5,4,3,4,5,3,4,3,3,3,5,6.5,6,22,522,1310,Associate's,1,Data Analyst,118321
0,1,2,2,5,3,3,2,5,0,4,5,5,1,3,1,2,3,3,1,0,3,4,2,0,5,1,2,4,3,0,3,4,4,3,0,1,2,5,2,1,1,0,5,5,2,5,4,3,4,5,5,3,3,5,3,4,4,3,4,4,5,5,7.1,7,26,606,1178,Bachelor's,0,Data Analyst,88097
4,0,0,3,0,4,0,2,0,3,2,5,0,3,4,5,3,1,4,3,5,0,1,1,2,4,4,5,0,5,0,1,2,1,3,4,2,3,3,3,0,5,1,3,0,2,3,0,4,3,4,5,3,5,5,5,4,4,3,5,4,4,5,7.4,9,36,794,1146,Bachelor's,0,Software Engineer,119770
2,5,3,5,5,3,4,4,0,3,0,5,4,4,1,2,1,3,2,2,5,0,1,1,5,1,4,5,1,4,0,0,4,4,3,2,2,4,3,0,1,4,2,4,2,4,3,5,3,5,5,5,3,3,3,4,4,5,5,4,3,5,3,3.2,1,24,373,1094,Bachelor's,1,Frontend Developer,60901
1,0,3,4,4,5,2,0,4,3,2,5,3,2,5,3,3,2,2,1,2,3,0,5,4,2,4,2,5,3,5,3,3,1,0,2,2,1,0,1,2,3,1,1,2,3,0,5,5,3,3,5,3,4,3,5,4,3,3,4,5,3,3,5.8,8,33,414,1174,Associate's,0,Security Engineer,100387
3,1,2,3,3,3,1,2,3,1,5,1,4,2,2,5,2,0,0,4,4,5,1,0,0,0,2,5,1,4,4,2,0,1,3,4,4,4,4,2,1,1,2,4,1,3,3,4,3,4,3,5,3,4,5,3,4,3,3,4,4,4,3,4.4,3,20,547,962,Associate's,0,Software Engineer,72657
1,1,2,4,3,1,3,4,5,1,4,4,5,0,1,1,4,0,0,4,0,2,3,4,3,3,5,0,2,4,4,5,2,2,3,5,2,5,5,4,2,5,2,4,3,5,5,1,4,5,4,3,5,5,4,3,3,5,3,5,3,5,3,8.9,8,43,888,875,PhD,0,Software Engineer,116188
2,5,4,4,2,2,2,2,5,2,2,3,1,0,5,5,1,3,4,3,4,1,1,3,1,0,3,2,2,4,5,0,0,0,4,1,0,1,4,3,3,3,5,3,3,3,3,2,5,4,4,3,3,3,4,4,3,5,4,3,3,4,4,5.6,0,32,120,147,High School,0,Security Engineer,75826
5,1,5,5,5,0,2,4,5,4,1,3,3,4,2,1,1,1,0,3,2,4,1,2,3,0,3,4,5,3,0,2,4,5,5,4,5,5,2,1,5,4,5,5,5,0,2,5,4,5,4,5,5,5,4,5,4,3,4,4,4,4,3,6.6,6,19,630,988,Associate's,1,Machine Learning Engineer,94180
3,3,5,2,0,2,0,4,1,4,4,2,4,0,5,1,4,1,1,3,5,1,3,2,1,3,2,2,5,2,3,0,0,0,1,0,3,1,4,0,5,1,4,5,2,5,4,2,5,3,4,3,5,3,4,5,4,4,5,4,4,4,3,6.5,5,32,356,1059,Master's,0,Data Analyst,95595
5,0,1,4,3,3,0,0,5,1,2,3,5,1,1,0,4,1,1,3,3,0,3,1,2,2,0,0,5,2,1,5,1,5,3,5,5,3,0,5,5,1,5,2,5,3,5,0,3,3,5,4,3,3,4,4,3,3,3,5,5,5,3,3.7,4,29,249,1000,Master's,1,Machine Learning Engineer,114469
3,3,1,2,0,5,0,3,1,0,1,3,2,3,4,2,4,0,1,3,2,2,1,4,1,0,4,0,0,3,1,3,2,4,1,0,2,0,3,4,1,5,4,3,3,3,2,2,3,3,3,5,3,4,5,3,3,3,5,3,3,3,3,4.8,6,28,307,1174,PhD,0,Mobile Developer,79991
4,5,5,2,4,0,4,2,3,3,2,2,3,5,0,0,2,3,1,4,5,3,0,2,2,1,3,1,0,5,2,4,5,1,2,2,4,2,4,1,2,2,0,5,3,4,2,1,5,5,5,5,3,5,5,5,3,4,4,3,5,3,4,7.8,4,33,337,1123,PhD,0,Data Analyst,111801
4,2,4,1,1,3,1,1,3,1,0,4,3,1,4,1,3,2,5,5,5,4,5,0,2,5,5,0,0,5,0,4,0,1,3,5,4,4,5,2,1,3,3,1,5,5,0,2,4,4,4,4,3,4,3,5,5,5,4,5,3,3,4,9.3,10,29,836,1099,PhD,0,Full-Stack Developer,111486
1,2,1,3,1,0,0,5,1,3,1,0,2,5,2,2,1,2,1,1,4,4,1,3,2,1,4,2,5,3,1,1,3,5,0,1,4,2,3,1,4,1,1,2,4,5,1,0,4,3,3,3,4,4,3,5,3,3,4,4,4,5,4,5.9,4,20,497,1204,PhD,1,Full-Stack Developer,81367
